FID	IID	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26	PC27	PC28	PC29	PC30
NA12873	NA12873	-0.074621	-0.1955685	0.05100984	0.03565953	0.001489138	-0.01090814	-0.004820797	-0.01033111	0.001128264	-0.001623397	-0.005030441	-0.0007431228	-0.007823798	0.04915113	-0.002684047	0.04604748	-0.003225309	0.01952145	0.0003188458	0.0118688	-0.009861524	0.005715684	-0.004697176	-0.0002753997	-0.0002963225	0.0004188466	-0.0007485178	0.01510306	-0.006141818	-0.01813047
NA12874	NA12874	-0.06732558	-0.193723	0.04800802	0.03243208	0.004864791	-0.004894445	0.003985893	-0.002874514	-0.005670875	-0.0129264	0.01979944	-0.01140662	0.0006139913	0.05432706	0.01488853	0.04084143	-0.001904203	-0.005318645	0.003965324	0.004428643	0.009485668	-0.01268259	0.006772695	0.01043753	-0.02049539	0.01217138	-0.01363984	0.02057792	-0.01524417	0.008058366
NA12878	NA12878	-0.07845057	-0.1931041	0.054229	0.03569133	-0.002124708	-0.01157541	0.006492568	0.0005086643	0.01342558	-0.009514003	0.01574855	-0.0003020964	-0.003267599	0.05477275	0.0149428	0.04622932	-0.004804406	0.010561	0.01320941	0.01159104	0.00641113	0.008893183	0.006906863	0.01566736	-0.008033284	-0.001524938	-0.00844043	-0.01153561	0.003166985	-0.01062913
NA12889	NA12889	-0.07252185	-0.1940683	0.0540506	0.03389971	0.01650587	-0.01820659	0.00684998	-0.004151537	-0.005314962	-0.007329782	0.01764427	-0.01231798	-0.007751172	0.01274777	0.01954699	0.02581065	0.01671061	0.006023022	0.03209517	-0.01219824	0.02003453	-0.005818717	-0.005753347	-0.01462278	0.004694992	-0.004645885	-0.005469057	-0.00276497	0.004705023	0.005099991
NA12890	NA12890	-0.07374132	-0.1922085	0.0551604	0.04407063	0.002599804	-0.007478446	0.01336599	-0.004266813	-0.004146839	0.01103765	-0.005335202	0.00368936	-0.004383796	0.04966351	0.01113357	0.02926821	0.008763037	-0.02116237	0.01382512	-0.007530992	-0.01071381	0.001650366	0.02245839	-0.01611799	-0.02649415	-0.002078448	-0.01356168	-0.01448422	0.0001546241	0.006332202
NA18525	NA18525	-0.1565135	0.3460776	0.05098601	0.03300127	0.01291083	-0.09247553	-0.004054268	0.004113629	0.003301187	0.008550795	0.0001175089	-0.01913837	0.008610302	-0.01957299	-0.01599024	-0.006518442	-0.01652709	-0.00519066	-0.005846565	-0.002435392	-0.0006671151	-4.948245e-05	0.0146687	-0.01012506	0.0135043	0.00891463	-0.0007261728	0.00908494	0.003176514	-0.01484512
NA18526	NA18526	-0.1634438	0.3443852	0.04564911	0.04018601	0.0139308	-0.1133796	0.01016631	0.002455447	-0.003837828	0.001511872	-0.001375756	-0.006318246	-0.00621455	-0.002293726	0.003126893	0.008099946	-0.004542568	-0.00642732	0.01758451	0.005756125	0.009162979	0.007519786	-0.006518102	0.0007196031	0.001175896	-0.007687124	-0.0009577065	0.01025647	0.003809651	0.01286405
NA18528	NA18528	-0.1550893	0.3406865	0.0445669	0.03390203	0.01620333	-0.1023303	0.005778351	0.003690211	-0.00100295	0.007369728	2.167194e-05	0.006525321	0.003984908	0.009449639	0.003763701	-0.002133921	0.001183595	0.000416045	-0.0101021	0.005635756	0.0005124589	-0.00472044	0.0124722	0.002371683	0.0002475856	0.005606089	-0.009717697	-0.002723526	-0.003450816	0.002323774
NA18530	NA18530	-0.1637422	0.3541119	0.05463269	0.0390777	0.009187544	-0.09347844	0.004793035	0.004014077	-0.0004455686	-0.01595794	-0.008350196	-0.01142002	0.0017703	0.0104047	-0.007376332	-0.007877647	0.001597124	0.01293854	0.006886616	-0.01159384	0.001273617	-0.006639593	-0.00228892	0.002895573	0.01177081	0.005786563	-0.009627178	-0.01127647	0.005639412	0.003240871
NA18531	NA18531	-0.167676	0.3413819	0.04403846	0.03654655	0.008903797	-0.09201725	0.005434186	-8.137083e-05	0.01268149	-0.01613332	-0.007096131	-0.01075482	0.009398939	-0.005364047	-0.005651394	-0.01062402	-0.01297045	-0.01082898	-0.009769991	-0.0121727	0.008699658	-0.003931851	0.009183245	0.001825868	-0.006319172	-0.009095296	0.0057081	-0.00231035	-0.005650317	0.003106079
NA18532	NA18532	-0.1617587	0.3529732	0.0418042	0.03633096	0.007443151	-0.1031415	0.01202877	0.005503526	0.003477851	0.01940791	-0.002034994	-0.002558867	0.01270205	0.003309289	-0.01217572	0.01398537	-0.01245866	0.001015059	-0.006620801	0.00340837	-0.007158072	-0.004468183	0.007670298	-0.006227094	0.018608	0.008568502	-0.0004167005	0.005678451	0.003540423	-0.0007474995
NA18533	NA18533	-0.1576193	0.3453322	0.03731004	0.04414406	0.007149953	-0.1038117	0.001620707	-0.005751788	0.002533887	0.0002661169	0.00304431	-0.01955774	-0.001322692	0.01672166	0.002221758	0.00426414	0.006648639	0.004125196	-0.01131072	-0.005389205	0.01451955	-0.005783751	-0.008827063	0.001623477	-0.001770071	-0.009657107	-0.004192565	0.0004424417	0.00159908	-0.0007793294
NA18534	NA18534	-0.1615997	0.350511	0.04773466	0.04373476	0.01168364	-0.1075592	-0.01058773	-0.00675942	0.0001148582	0.002011027	0.00111449	-0.009325521	-0.0006465001	-0.00765601	0.01159999	-0.008386224	-0.006848698	-0.01171639	-0.02935054	0.00480002	-0.004588189	0.001414428	0.007745591	-0.004131407	0.005572253	0.001233815	-0.008039817	-0.008798624	0.005144645	0.002979822
NA18535	NA18535	-0.1640151	0.3373291	0.05149945	0.03420459	0.001595681	-0.09542094	-0.01018837	0.006653541	0.0007253801	-0.004401767	0.003125827	-0.009295637	0.004506513	0.01035302	-0.008004613	0.00439172	-0.003557345	0.004285509	0.003592308	0.01489711	0.004893597	-0.003405947	0.007022832	0.01745457	0.005892401	0.008813038	-0.002208666	0.004412007	0.004566791	-0.008471648
NA18536	NA18536	-0.1632588	0.3496567	0.04430385	0.03640786	0.01112338	-0.1170311	0.005508684	0.003225913	-0.005916022	-0.003800174	0.003842616	-0.01021242	-0.00323579	-0.004909291	0.0002844694	-0.0007183067	-0.01155638	-0.01262209	-0.00723032	0.006532664	-0.02091346	-0.005799691	-0.004615763	0.02200523	0.0009575754	0.0001833285	-0.006466356	0.01261229	0.002889281	-0.004346651
NA18537	NA18537	-0.1663638	0.3409295	0.0390612	0.04134639	0.002467033	-0.08716789	0.003445644	-0.009426433	0.002969841	0.007231157	-0.00920005	-0.01579097	0.008324079	0.01541589	0.01112295	0.0008399817	-0.008014434	-0.004162367	0.006610058	-0.01226314	0.002629318	0.003272267	0.00171966	-0.001621737	-0.0002086751	-0.006843707	-0.003657794	-0.002432816	-0.02134252	0.0003510937
NA18538	NA18538	-0.1501984	0.3326783	0.05230367	0.04467571	0.005539868	-0.08374429	-0.0005967528	-0.008995364	-0.004507425	0.01427616	-0.005228095	0.003448303	0.006304353	-0.001795814	0.002544606	-0.01246948	0.009351139	0.02514403	0.0007777909	-0.00757642	-0.02102457	0.02700835	0.01331214	0.004621506	0.01373364	-0.005145308	-0.001876028	-0.007927313	0.004377423	-0.0155107
NA18539	NA18539	-0.1636514	0.3463568	0.04574981	0.03761049	0.008030858	-0.08917491	-0.003292111	0.005311409	-0.01186832	0.01536871	-0.007866391	-0.003982492	0.006346782	-0.003747634	0.001564195	-0.001997543	0.002562852	-0.01030577	-0.008595483	-0.004204489	0.0007716383	-0.005918659	0.01347873	0.005424382	-0.01246656	-0.001736487	0.01251988	0.004262566	0.008692016	0.008270817
NA18541	NA18541	-0.1629494	0.3499498	0.04825244	0.03869757	0.008871972	-0.08406238	0.003838839	0.004526245	-0.002756324	-0.002856527	0.01674781	-0.008058224	0.01444149	-0.007831544	-0.006178318	-0.004633246	0.002865962	-0.007229233	-0.003000077	-0.000773338	0.01411286	-0.001371711	0.001529645	0.006153809	-0.0007077877	0.008252637	0.008462009	-0.004428464	-0.01274494	-0.0005024718
NA18542	NA18542	-0.1603045	0.3520127	0.0530166	0.03435238	-0.002918898	-0.08677274	-0.002075822	0.0009114951	0.006871493	0.006297968	-0.002233407	-0.008921025	-0.008791576	-0.004293484	0.008862888	0.01226686	-0.006401145	-0.006104604	-0.004491267	-0.01621469	0.001293184	-0.005946261	0.001335097	-0.01176321	-0.01259009	-0.001662512	0.01333591	0.01146238	-0.005977953	0.001486628
NA18543	NA18543	-0.1631277	0.3534959	0.04623389	0.04265608	0.001059279	-0.1070399	0.003901925	0.01582242	0.006301634	0.01127576	-0.02078279	0.001988512	0.00783954	-0.002832333	-0.004069986	-0.005607814	-0.003502488	0.02080056	0.02877559	0.006953367	-0.003278238	0.00491709	0.0009052344	0.005189674	0.00328216	-0.01323659	0.009110968	0.002281622	-0.009290831	0.002432902
NA18544	NA18544	-0.1629605	0.3464418	0.05176669	0.04366728	0.01719366	-0.08691345	0.0006392787	0.001736619	-0.002904076	0.006187984	-0.006503718	0.0004623804	-0.01202899	0.009477332	0.001795259	0.0005995428	0.001356953	0.01175525	-0.01373977	0.003977509	0.01282142	-0.02939629	0.005378397	-0.003202395	-0.0005249147	0.001389449	-0.005197966	-0.004638438	-0.008356959	0.006597678
NA18545	NA18545	-0.1617409	0.3606333	0.03820517	0.04790279	0.004486192	-0.1093802	0.005459485	-0.00032499	0.004652306	0.009395317	-0.0002213441	-0.003168602	0.01270387	-0.01063895	-0.004531412	-0.004989135	0.001019983	-0.001252751	0.006742255	-0.002680397	0.0001486917	0.0002679729	-0.00463171	0.003118761	0.01027503	-0.01198946	-0.00768527	0.002578589	-0.002359414	-0.01519707
NA18546	NA18546	-0.170127	0.3504066	0.0541348	0.04291968	0.004750504	-0.09149465	0.003970674	-0.01211774	0.008791212	0.01154185	0.002851698	0.00377069	-0.006395649	0.0001200132	-0.001207387	0.007068279	0.0224739	-0.00831053	0.008713216	0.007937698	-0.007741949	0.009543975	-0.002079837	0.01671771	0.002985898	-0.0005192656	-0.001018224	0.01129365	0.001381164	0.000915297
NA18547	NA18547	-0.1584022	0.344898	0.04825571	0.03696193	0.00955164	-0.09433731	0.007970859	-0.005448546	0.001864744	0.002515756	-0.01520623	-0.009887332	0.00293954	-0.002983392	0.003618669	-0.008290687	-0.01015344	-0.009540938	-0.0003268002	0.004044907	-0.004476025	0.01002431	-0.005287423	-0.01032143	-0.01298961	-0.0009116361	0.002166985	-0.006018845	0.002073924	-0.009765834
NA18548	NA18548	-0.1719969	0.3506483	0.05023117	0.04822143	0.003006374	-0.0865108	-0.001566412	-0.009614366	0.002640672	0.002598089	-0.001969615	-0.002468819	-0.003126174	-0.001538551	0.009577878	-0.005729563	0.00939597	0.01351124	0.008894091	0.001565542	0.01448676	0.01869025	0.004918148	0.01169795	0.000877771	0.008655654	-0.002583381	-0.006374689	0.0006853912	0.0008807715
NA18549	NA18549	-0.1587185	0.3541539	0.04079382	0.04108104	0.00371333	-0.1022083	-0.001556026	0.005130558	0.006610906	-0.0128882	-0.004052829	-0.00921135	-0.003602949	0.005010071	0.01113365	-0.0007976991	-0.005466167	0.0003110992	0.006003476	-0.001031261	-0.002820024	-0.002188938	-0.006406561	0.004489295	0.01147145	-0.02200319	-0.02204622	0.01209958	-0.01084195	0.01247517
NA18550	NA18550	-0.1559559	0.339085	0.03805428	0.04510841	0.009560281	-0.1109749	0.006570314	0.006112452	0.002120911	-0.01118863	-0.01514819	-0.00409324	-0.003133195	-0.01080488	0.001802248	0.01362823	-0.001952444	0.0009990866	-0.0005332912	0.005323361	-0.009134258	0.01122875	-0.006455824	0.0009912212	-0.01065753	-0.01266177	0.02500685	-0.009502845	0.009770756	-0.006498844
NA18552	NA18552	-0.1656182	0.351154	0.05153591	0.03549441	0.005683685	-0.1080014	0.009293705	0.009007083	0.004606042	-0.009061659	0.003632709	-0.02051272	-0.0004194426	-0.01837878	-0.005703406	0.001348482	0.01800941	0.01410133	0.000530632	-0.004270266	0.01139416	-0.004482528	-5.362789e-06	-0.0137073	0.007021366	0.003656213	0.01182908	0.002118686	0.004221892	0.004605633
NA18553	NA18553	-0.1560842	0.343301	0.044178	0.02693924	0.006937143	-0.06719072	0.0007902666	0.01084783	-0.01287684	0.009760108	0.001147208	-0.002927259	-0.01013162	-0.01087567	-9.000163e-05	-0.004050457	-0.01610775	0.008882501	0.001362983	-0.002125439	-0.002697982	-0.009351453	-0.01301422	0.004048455	0.001458583	0.01564794	-0.002498033	-0.00472177	0.008897483	-0.0003772302
NA18555	NA18555	-0.15572	0.3456484	0.04918376	0.03053325	0.007957667	-0.103987	0.001896499	0.01115657	0.01025228	-0.007935297	0.001600112	-0.01792642	0.008962101	0.008641541	-0.008739535	0.003925827	0.002543116	0.01785715	-0.003297579	0.002975254	-2.299627e-05	-0.001000503	0.02145049	-0.01175352	-0.0005323723	0.008026037	0.00282555	-0.01797902	0.005189303	-0.006656876
NA18557	NA18557	-0.161874	0.3526636	0.04498027	0.02933695	0.01268182	-0.06735624	0.004611314	0.0009289803	0.005446983	0.007785206	0.02078076	0.001533544	0.008181209	0.009357473	-0.01096095	-0.006384532	0.002780764	-0.002734985	-0.009344923	-0.01494043	-0.001527524	-0.001449941	0.007689143	0.004446544	0.02031218	-0.009612107	-0.0294423	0.01721433	-0.01775237	0.002760384
NA18558	NA18558	-0.1623468	0.3487842	0.0522105	0.04225966	-0.000315937	-0.07819648	-0.009568257	-0.004008596	-0.002382797	0.009586867	-0.01913983	-0.01565551	0.004724584	0.0004907436	-0.002813308	0.004387333	-0.001769738	0.01610354	-0.004402005	-0.0004801696	0.001716688	0.012432	-0.009123181	0.02232	0.01365387	0.006845864	-0.005726682	-0.005163672	-0.02013698	0.01185589
NA18559	NA18559	-0.1602034	0.3502407	0.04810488	0.04375299	0.0106439	-0.09653815	0.007568026	0.02108083	0.001208518	-0.001630874	0.007300606	-0.001017038	0.004284567	0.0006140265	-0.01594684	-0.01058654	0.01111776	-0.02011776	7.594467e-05	0.004648983	-0.0023714	-0.01015408	-0.006264849	0.01225383	-0.006594211	0.008886636	0.002481918	-0.005922975	0.007227699	-0.004410003
NA18560	NA18560	-0.1687286	0.3535667	0.04542187	0.04168083	0.002588397	-0.1224176	0.005489156	0.01383441	0.005553638	-0.007749897	-0.006010286	-0.0128121	0.005154473	0.002369336	-0.0040289	-0.005852377	-0.00250617	0.006959427	-0.005675224	0.002237913	0.01039147	0.005395569	0.007139641	-0.001519593	0.001667307	-0.01504424	-0.000200188	-0.00140621	0.01238604	0.005677326
NA18561	NA18561	-0.1660376	0.3457111	0.03826125	0.03549865	0.01162792	-0.09444719	0.009046022	-0.001760968	0.003119723	-0.00393942	0.002991097	-0.01786979	0.009426795	-0.01109903	-0.008367433	0.01385789	0.005011789	-0.009731863	0.005652113	-0.008027684	0.01071748	0.00781823	0.009636335	0.002567377	-0.01065693	0.004953889	0.01480932	0.008885497	-0.0009636189	-0.0003315065
NA18562	NA18562	-0.1590656	0.3503255	0.05114589	0.0349961	0.009408139	-0.09060106	-0.01582578	0.004016021	0.01176731	0.01089768	-0.008893299	-0.008539001	-0.008054383	-0.008951629	0.004348665	-0.002824247	-0.007447674	0.008508329	0.002791581	0.00979384	0.003814217	-0.01149238	-0.002734982	0.002117902	0.001621629	-0.002473952	-0.001455467	0.01617223	0.002394651	0.0008501842
NA18563	NA18563	-0.169007	0.3558288	0.05716348	0.03106179	0.01220715	-0.1039368	0.002076561	-0.003524534	-0.01476826	0.001127906	0.004708385	-0.005825591	0.002856264	-0.02921307	-0.01251161	0.005163092	0.00855125	0.008319632	0.01071171	0.01344992	0.007578648	-0.003751967	0.001011059	0.005622655	0.01592887	-0.004031377	0.0123567	0.008420851	-0.006896259	-0.02100534
NA18564	NA18564	-0.157588	0.3413496	0.05238948	0.02844549	0.002554424	-0.09637587	0.003900252	0.006913434	0.001363915	-0.002875858	0.008348041	0.000197552	0.002766469	-0.007775275	0.01203382	-0.0004087172	-0.004594825	0.008377065	-0.008211373	0.0003273009	0.00319773	0.01173203	0.0008020647	-0.005452185	0.008748167	0.00714997	-0.003257826	0.005783696	0.01351781	-0.00398452
NA18565	NA18565	-0.1542258	0.3615646	0.05690764	0.04031311	-0.009411674	-0.09115589	-0.005557572	0.01235501	-0.007435725	0.003200696	0.00141933	-0.00380736	-0.007193223	0.004527851	0.002881542	0.001501813	-0.01557729	-0.00973546	-0.004998117	-0.0123015	0.006332075	0.01183348	-0.00665957	0.0003230467	-0.0006249866	0.01064826	0.01118002	-0.007072846	0.002715969	-0.005950685
NA18566	NA18566	-0.1700069	0.349022	0.04323562	0.03381584	0.01135595	-0.1000585	0.0004283781	-0.01056696	0.0007580948	0.0105773	0.003253432	-0.005868836	0.01074037	0.007293646	-0.002848096	0.01403837	0.02121175	-0.006087332	-0.001874606	-0.01340547	-0.003862935	0.001723466	-0.00401614	0.006959039	0.01542947	-0.006821398	0.008590684	-0.01001405	0.006141774	0.001294516
NA18567	NA18567	-0.1644963	0.3569801	0.04604054	0.03535802	0.006926868	-0.104723	0.00055815	-0.01002071	0.003981476	0.003390051	0.002956228	-2.254824e-05	0.008567904	-0.0132557	0.001576969	-0.00505296	0.00903759	0.006174203	0.003351987	-0.01773191	0.002796459	0.01245402	-0.005285934	0.002211296	-0.01589992	0.005845601	0.018679	-0.004871363	-0.001705736	-0.003663082
NA18570	NA18570	-0.1672773	0.3527877	0.04534604	0.04051707	0.005032829	-0.1011361	0.00685646	0.009496518	0.005752467	-0.002496928	-0.000126572	-0.005606437	0.003737134	-0.009588568	-0.01074783	0.006480728	-5.62618e-05	-0.0100936	0.004842891	-0.006184278	0.01480627	-0.006901648	-0.01286587	0.003903769	0.00901135	-0.01482996	-0.005815904	0.002302555	0.005147967	-0.006536816
NA18571	NA18571	-0.1548986	0.3432904	0.04753757	0.03929842	0.01859771	-0.1008385	0.002580409	-0.004142432	0.007511086	-0.007022352	0.008512542	-0.00484	-0.007358107	-0.009062249	0.0006829112	0.002939534	0.003872641	-0.01132518	-0.01262122	-0.00284473	-0.000152548	-0.007616318	0.002674075	0.004539962	0.0001354451	-0.004073305	0.006931375	0.005390889	0.004754163	-0.003753555
NA18572	NA18572	-0.1576684	0.3608738	0.05236605	0.04647816	-0.002630045	-0.08919457	-0.007801897	0.002091278	0.01161377	-0.002056546	0.0004299142	-0.002889919	-0.001623451	-0.01341514	-0.003484956	0.00411979	-0.01100597	-0.008851104	0.002250095	0.00557121	-0.0002675359	0.008495562	0.008283116	0.005010012	0.001668748	0.02131629	0.005502474	0.0005015412	0.006302869	0.009322938
NA18573	NA18573	-0.1583334	0.3517446	0.04331117	0.03466521	0.01735821	-0.1105465	0.007250941	0.001537043	0.001151935	0.009317251	-0.003378636	-0.006315064	0.007766911	-0.0004133215	-0.001889883	-0.00415852	0.006874207	0.007053126	0.01237698	0.007364741	0.001891863	0.01329655	0.002787128	0.01436063	-0.005744966	0.007963141	-0.01513298	-0.005252845	0.01073985	-0.008129831
NA18574	NA18574	-0.1654369	0.3504023	0.04552905	0.0387852	-0.0003567631	-0.08403947	0.005516143	0.00690414	-0.0001321669	-0.009407578	-0.007167334	-0.01311107	0.008711522	-0.002383816	0.003059497	-0.004375674	-0.01061509	-0.004945662	0.008271588	-0.000653128	-0.002598016	0.004219715	0.01287126	0.003780452	-0.009764112	0.00288211	-0.008420495	-0.008233696	0.003109428	-0.006993772
NA18577	NA18577	-0.1650213	0.3579401	0.05071637	0.04514692	-0.009700396	-0.09939103	0.006485849	0.008705504	-0.008562602	0.005233268	0.004758741	-0.01075987	-0.002116646	-0.005521977	0.0006875819	0.0213551	0.006085679	-0.001328107	-0.0003533058	0.0005692079	0.01568305	0.0004323725	-0.001692523	-0.006616085	-0.002596731	0.01264396	-0.004214257	-0.0001386872	0.01403704	-0.004043911
NA18579	NA18579	-0.164956	0.3458766	0.05109736	0.03913526	0.006914827	-0.081697	0.0004570672	0.01065984	0.002561896	0.002413849	-0.002465984	-0.005299904	0.004552738	0.01038612	0.00180866	0.003835156	-0.001231647	0.001557576	-0.005575258	-0.007937726	-0.004247704	-0.006264316	0.01240389	-0.02716356	-0.005956271	0.02058839	-0.002600945	0.004051042	0.0003607165	-0.004615319
NA18582	NA18582	-0.1618648	0.3543516	0.04369717	0.04157983	0.006566697	-0.1030118	0.01480366	-0.0002631331	0.0008888328	0.005986342	0.006284894	-0.005356065	-0.01198459	-0.004522181	9.821929e-05	0.006306973	-0.01281524	0.0006735103	-0.008264413	-0.01059613	-0.000474504	-0.008266713	0.00237037	-0.01588724	0.0003318503	0.005867765	0.005092437	-0.003951363	-0.004354615	-0.002160497
NA18591	NA18591	-0.1656837	0.3583489	0.04734685	0.042908	0.004934952	-0.1090767	0.00451323	0.004211102	0.01063948	-0.003059671	-0.0002340203	-0.01366609	0.005474842	0.0007193043	-0.001572893	0.003731128	0.008433801	0.009755483	-0.004191669	0.007428216	-0.0135741	0.003209686	0.02094974	0.005966028	0.00512548	0.008295844	-0.0181917	-0.006841757	0.006701342	-0.001632168
NA18592	NA18592	-0.1671795	0.3580073	0.05140701	0.04520996	0.01403962	-0.09659632	0.008422536	0.008383409	-0.007034526	-0.0008955884	-0.001496108	-0.0016068	-0.000824477	-0.00320659	0.009338583	-0.0002354096	0.004473269	0.002809523	-0.008344885	0.001292102	-0.0007806176	-0.000149244	0.00753795	0.003335218	0.009964652	-0.01410016	0.01059838	-0.01088458	0.02524823	-0.003429114
NA18593	NA18593	-0.160194	0.3497505	0.04939672	0.03168888	-0.001352827	-0.09638119	0.001860567	0.0009233913	-0.006426952	0.02092478	-0.01724204	-0.006944583	0.00513204	-0.006549838	-0.01271889	0.0176243	0.001166717	-0.01490474	-0.005089335	-0.0110643	0.007141686	0.009392841	0.005299256	0.005513014	0.00579007	0.01964235	0.01025592	0.005520528	-0.00267355	0.01587759
NA18595	NA18595	-0.1685396	0.3546503	0.05119715	0.04101579	0.014759	-0.089954	-0.008860658	0.003424608	0.001483195	-0.002819949	-0.004598426	-0.01242029	0.001330364	-0.00537794	0.00733309	0.004950864	0.01518462	0.01411807	-0.003705008	-0.009317805	0.008688102	-0.003384304	-0.0151137	-0.0127397	-0.006749616	-0.003106933	-0.00743647	-0.01636636	0.0002306934	-0.004586125
